cheese,milk,country,family,type,texture,rind,color,flavor,aroma,vegetarian,vegan
902,4,61,8,20,187,7,16,504,42,1,0
242,4,52,8,20,250,7,11,532,5,0,0
857,4,52,8,21,226,7,6,504,219,1,0
970,4,77,8,21,93,7,11,305,291,1,0
128,4,52,8,2,180,7,8,505,174,0,0
242,4,52,8,20,250,7,11,532,285,0,0
1096,18,30,8,20,278,9,16,582,117,1,0
1074,4,77,8,21,194,7,11,505,284,1,0
464,4,57,8,21,189,9,15,549,161,1,0
960,4,77,8,39,225,9,11,221,129,1,0
337,14,52,8,21,229,2,14,359,300,0,0
1044,18,30,8,20,250,7,11,488,283,1,0
516,4,72,8,20,11,8,11,598,294,0,0
697,18,30,8,21,195,7,11,385,228,1,0
954,4,2,8,20,200,7,11,373,127,0,0
7,4,35,8,38,285,10,11,545,256,0,0
697,18,30,8,21,195,7,11,342,228,1,0
516,4,72,8,20,11,7,11,589,294,0,0
128,4,52,8,2,180,7,8,210,174,0,0
516,4,72,8,20,11,1,11,133,294,0,0
993,18,0,8,20,206,9,15,503,285,0,0
304,4,77,8,21,205,7,16,493,304,0,0
128,4,52,8,2,180,7,8,572,174,0,0
901,4,61,8,20,183,7,11,371,285,1,0
876,4,77,8,39,218,10,6,223,42,0,0
94,4,52,8,20,67,7,11,553,275,0,0
954,4,2,8,20,200,7,11,373,194,0,0
854,4,52,8,21,217,7,15,7,0,0,0
128,4,52,8,2,180,7,8,597,174,1,0
900,4,61,8,20,184,7,16,371,290,1,0
876,4,77,8,39,218,10,6,223,154,0,0
516,4,72,8,20,11,7,11,455,294,1,0
903,4,61,8,20,183,7,16,554,309,1,0
903,4,61,8,20,183,7,16,554,217,0,0
242,4,52,8,20,250,7,11,532,60,0,0
242,4,52,8,20,250,7,11,532,290,0,0
1096,18,30,8,20,278,10,16,582,117,1,0
200,4,19,8,61,180,0,16,554,87,1,0
993,18,0,8,20,181,10,15,443,279,0,0
858,4,52,8,21,193,7,16,337,287,1,0
1020,4,77,8,21,196,7,11,514,149,1,0
858,4,52,8,21,193,7,16,337,245,1,0
856,4,72,8,21,225,7,11,374,245,1,0
903,4,61,8,20,183,7,16,554,115,0,0
958,4,77,8,21,198,7,16,437,285,1,0
855,4,52,8,39,160,7,8,445,230,1,0
902,13,61,8,20,187,7,16,504,78,0,0
200,4,19,8,61,180,0,16,554,127,1,0
858,4,52,8,21,193,7,16,337,228,1,0
993,18,0,8,20,11,7,5,595,42,0,0
854,4,52,8,21,217,7,11,133,111,0,0
1074,4,77,8,21,194,7,11,505,304,1,0
1044,18,30,8,20,250,7,11,488,141,1,0
854,4,52,8,21,217,7,8,133,246,0,0
854,4,52,8,21,217,7,15,596,0,1,0
444,4,35,8,39,225,7,11,335,132,0,0
856,4,61,8,21,225,7,11,374,245,0,0
854,4,52,8,21,217,7,6,394,309,1,0
697,18,30,8,21,195,7,11,433,228,1,0
876,4,77,8,39,218,10,6,223,6,0,0
1074,4,77,8,21,194,7,11,505,256,1,0
1020,4,77,8,21,196,7,11,514,76,1,0
200,4,19,8,61,180,0,16,554,132,1,0
128,4,52,8,2,180,7,8,14,174,1,0
876,4,77,8,39,218,10,6,223,127,0,0
993,18,0,8,20,113,10,16,125,209,0,0
516,4,72,8,20,11,9,11,259,294,0,0
858,4,52,8,21,193,7,16,337,0,0,0
858,4,52,8,21,193,7,16,337,29,1,0
516,4,72,8,20,11,2,11,341,294,0,0
954,4,2,8,20,200,7,11,373,299,0,0
833,13,35,2,61,250,9,11,54,145,0,0
507,4,35,2,62,274,6,14,574,285,0,0
330,13,77,2,48,31,2,15,294,123,0,0
598,13,77,2,80,117,6,15,184,138,0,0
582,4,77,2,80,175,6,11,359,304,1,0
647,4,52,2,48,224,7,11,81,122,0,0
436,4,35,2,62,93,2,8,347,33,0,0
666,4,4,2,67,53,2,11,265,253,1,0
992,4,70,2,62,284,7,11,58,268,0,0
218,4,77,2,62,113,7,8,323,228,1,0
611,4,77,2,59,250,6,15,149,285,0,0
19,4,70,2,62,279,3,4,589,268,0,0
839,4,77,2,62,290,9,8,297,69,1,0
1088,4,40,2,59,171,7,15,365,16,1,0
19,4,70,2,62,279,3,6,589,251,0,0
897,4,77,2,59,134,2,4,211,285,0,0
443,4,14,2,67,13,2,11,105,242,0,0
689,14,77,2,48,152,2,4,487,42,0,0
765,13,35,2,62,290,5,15,596,181,0,0
790,13,77,2,61,279,9,15,240,132,0,0
514,4,35,2,62,279,7,15,596,268,0,0
507,4,35,2,62,274,6,14,574,88,0,0
1021,13,77,2,62,285,1,8,589,78,1,0
329,4,14,2,80,172,2,8,153,11,0,0
352,13,77,2,62,113,5,11,207,13,0,0
570,4,35,2,80,280,10,8,100,292,0,0
240,4,35,2,61,160,7,11,336,299,0,0
474,4,31,2,67,19,2,11,210,250,0,0
737,4,77,2,62,171,2,8,259,71,1,0
19,4,70,2,62,279,3,8,589,250,0,0
586,4,14,2,80,170,2,4,222,185,0,0
790,13,77,2,61,279,7,15,240,132,1,0
955,13,70,2,48,11,3,15,208,239,0,0
559,13,77,2,62,171,1,15,307,11,0,0
240,4,35,2,61,143,7,15,336,20,0,0
19,4,70,2,62,279,3,1,589,60,0,0
328,4,35,2,80,93,2,11,210,294,0,0
240,4,35,2,61,227,2,15,336,249,0,0
833,13,35,2,61,59,10,6,54,118,0,0
949,13,77,2,80,277,6,8,195,95,1,0
386,4,35,2,62,284,7,8,465,108,0,0
872,4,35,2,62,279,7,11,72,191,0,0
507,4,35,2,62,274,10,14,574,127,0,0
330,13,77,2,48,31,2,15,294,123,1,0
570,4,35,2,80,280,10,8,100,292,1,0
833,13,35,2,61,180,7,8,54,239,0,0
507,4,35,2,62,274,7,14,574,256,0,0
12,13,77,2,80,180,7,11,81,135,0,0
12,13,77,2,80,247,7,11,81,135,0,0
955,13,70,2,48,11,3,15,208,239,1,0
897,4,77,2,59,134,2,4,211,285,1,0
254,4,77,2,80,175,2,8,201,254,0,0
790,13,77,2,61,279,9,15,240,132,1,0
443,4,14,2,67,13,2,11,105,242,1,0
12,13,77,2,80,143,7,15,81,135,0,0
12,13,77,2,80,69,9,15,81,135,0,0
507,4,35,2,62,274,11,14,574,123,0,0
507,4,35,2,62,274,7,14,574,304,0,0
454,4,50,2,62,160,6,15,57,60,1,0
891,13,35,2,62,279,7,11,596,127,0,0
240,4,35,2,61,111,9,15,336,11,0,0
839,4,77,2,62,290,2,8,297,69,0,0
507,4,35,2,62,274,7,14,574,38,0,0
833,13,35,2,61,245,10,15,54,127,0,0
454,4,50,2,62,160,6,15,57,122,1,0
329,4,14,2,80,172,2,8,153,11,1,0
790,13,77,2,61,279,6,15,240,132,0,0
19,4,70,2,62,279,3,16,589,279,0,0
328,4,35,2,80,93,2,11,210,279,0,0
790,13,77,2,61,279,8,15,240,132,1,0
790,13,77,2,61,279,7,15,240,132,0,0
586,4,14,2,80,170,2,4,222,255,1,0
839,4,77,2,62,290,5,8,297,69,1,0
12,13,77,2,80,93,7,15,81,135,0,0
454,4,50,2,62,160,6,15,57,56,1,0
328,4,35,2,80,93,2,11,210,13,1,0
1021,13,77,2,62,285,1,8,589,78,0,0
507,4,35,2,62,274,9,14,574,228,0,0
19,4,70,2,62,279,3,15,589,158,0,0
19,4,70,2,62,279,3,9,589,152,0,0
19,4,70,2,62,279,3,4,589,127,0,0
790,13,77,2,61,279,0,15,240,132,1,0
12,13,77,2,80,279,9,14,81,135,0,0
19,4,70,2,62,279,3,10,589,127,0,0
328,4,35,2,80,93,2,11,210,145,1,0
240,4,35,2,61,193,7,15,336,76,0,0
328,4,35,2,80,93,2,11,210,68,0,0
328,4,35,2,80,93,2,11,210,160,0,0
833,13,35,2,61,176,10,11,54,33,0,0
586,4,14,2,80,170,2,4,222,250,1,0
737,4,77,2,62,171,2,8,259,71,0,0
586,4,14,2,80,170,2,4,222,285,0,0
12,13,77,2,80,93,7,16,81,135,0,0
839,4,77,2,62,290,7,8,297,69,1,0
19,4,70,2,62,279,3,8,589,145,0,0
12,13,77,2,80,160,7,15,81,135,0,0
586,4,14,2,80,170,2,4,222,191,0,0
586,4,14,2,80,170,2,4,222,304,1,0
833,13,35,2,61,206,7,16,54,181,0,0
19,4,70,2,62,279,3,15,589,14,0,0
240,4,35,2,61,93,7,15,336,253,0,0
586,4,14,2,80,170,2,4,222,216,0,0
239,13,35,5,13,109,4,15,424,119,0,0
918,13,35,5,9,231,7,15,407,132,0,0
711,13,4,5,14,171,10,15,331,118,1,0
583,18,14,5,9,195,7,15,198,83,0,0
373,18,35,5,13,147,9,15,182,77,0,0
943,13,4,5,9,93,9,15,27,182,1,0
1058,13,31,5,14,174,9,15,423,125,0,0
898,4,38,5,4,180,7,15,415,127,1,0
999,9,29,5,11,101,6,15,566,284,0,0
583,18,14,5,9,195,7,15,198,83,1,0
1023,6,1,5,16,209,7,15,429,304,0,0
127,6,44,5,62,94,7,15,210,285,1,0
117,4,4,5,13,111,9,15,406,209,1,0
996,13,77,5,13,166,9,15,380,154,1,0
40,13,4,5,14,171,7,15,394,131,1,0
584,13,4,5,9,132,9,15,28,135,1,0
182,4,4,5,71,93,7,15,406,79,1,0
40,13,4,5,14,171,11,15,394,131,1,0
1067,4,77,5,2,199,9,15,598,127,1,0
14,6,25,5,71,244,7,15,443,229,0,0
1058,13,30,5,14,174,9,15,423,125,0,0
1024,13,31,5,14,140,6,15,196,185,0,0
850,4,35,5,13,160,9,15,469,127,0,0
1059,13,50,5,6,279,9,15,281,181,1,0
1059,13,50,5,6,279,9,15,281,181,0,0
496,13,35,5,7,180,7,15,359,304,1,0
1067,4,77,5,2,199,10,15,598,127,1,0
1067,4,77,5,2,199,7,15,598,127,1,0
760,5,52,5,18,285,9,15,588,228,0,0
711,13,4,5,14,171,7,15,331,118,1,0
898,4,38,5,4,180,7,15,415,127,0,0
918,13,35,5,9,231,7,15,407,132,1,0
174,14,77,5,14,287,9,8,306,152,1,0
495,13,35,5,61,189,7,15,359,304,0,0
852,14,77,5,16,285,9,15,474,127,1,0
127,6,44,5,62,94,7,15,210,285,0,0
677,13,4,5,14,171,9,15,418,3,1,0
852,14,77,5,16,285,9,15,474,127,0,0
1058,13,77,5,14,174,9,15,423,125,0,0
1058,13,35,5,14,174,9,15,423,125,0,0
711,13,4,5,14,171,9,15,331,118,1,0
127,6,44,5,62,94,10,15,210,285,0,0
40,13,4,5,14,171,2,15,394,131,1,0
496,13,35,5,7,180,7,15,359,304,0,0
127,6,44,5,62,94,6,15,210,285,0,0
760,5,52,5,18,285,9,15,588,228,1,0
711,13,4,5,14,171,5,15,331,118,1,0
614,18,14,5,10,157,6,15,264,293,0,0
1058,13,57,5,14,174,9,15,423,125,0,0
1067,4,77,5,2,199,2,15,598,127,1,0
614,18,14,5,10,157,6,15,264,293,1,0
495,13,35,5,61,189,7,15,359,304,1,0
495,13,35,5,61,189,9,15,359,304,1,0
174,14,77,5,14,287,9,8,306,152,0,0
1058,13,4,5,14,174,9,15,423,125,0,0
495,13,35,5,61,189,10,15,359,304,0,0
495,13,35,5,61,189,9,15,359,304,0,0
711,13,4,5,14,171,11,15,331,118,1,0
127,6,44,5,62,94,9,15,210,285,1,0
127,6,44,5,62,94,9,15,210,285,0,0
850,4,35,5,13,160,9,15,469,127,1,0
356,6,52,4,13,144,9,15,81,52,0,0
536,13,77,4,47,93,1,15,597,54,1,0
510,4,35,4,74,171,10,11,441,122,0,0
466,4,75,4,65,94,9,15,596,38,1,0
357,4,52,4,14,93,2,15,594,127,0,0
542,4,67,4,1,2,7,11,490,97,1,0
356,6,52,4,13,144,10,15,32,249,0,0
920,12,69,4,0,180,2,15,596,245,1,0
532,13,77,4,13,93,9,15,469,127,1,0
657,4,35,4,62,160,10,11,596,76,0,0
466,4,75,4,65,94,9,15,596,304,1,0
466,4,75,4,65,94,9,15,596,141,1,0
779,10,8,4,8,199,9,15,472,145,1,0
136,4,59,4,74,61,9,15,458,240,1,0
115,4,48,4,48,180,9,11,544,304,1,0
553,4,35,4,47,199,10,9,143,304,1,0
75,14,44,4,60,160,9,15,596,154,1,0
467,4,4,4,13,201,9,15,469,219,1,0
237,13,35,4,61,171,9,11,306,127,1,0
75,14,44,4,60,160,9,15,596,294,0,0
71,13,35,4,62,160,9,15,38,105,0,0
920,12,69,4,0,180,7,15,24,207,1,0
553,4,35,4,47,199,10,9,596,304,1,0
780,4,57,4,9,94,9,15,441,141,1,0
527,13,35,4,62,160,7,15,587,27,0,0
411,11,21,4,72,219,7,11,598,137,1,0
518,4,52,4,14,92,7,15,595,218,0,0
510,4,35,4,74,171,10,11,342,122,0,0
510,4,35,4,74,171,10,11,141,122,1,0
657,4,35,4,62,160,10,15,596,0,0,0
780,4,57,4,9,94,9,15,555,141,0,0
115,4,48,4,48,180,9,4,544,304,1,0
137,4,31,4,8,250,2,15,305,127,0,0
356,6,52,4,13,144,9,15,38,299,0,0
363,4,35,4,61,279,10,11,572,145,1,0
356,6,52,4,13,144,7,15,596,127,1,0
539,4,59,4,61,93,9,15,260,141,1,0
780,4,57,4,9,94,7,15,149,141,1,0
497,4,67,4,13,94,7,15,584,127,1,0
920,12,69,4,0,180,7,15,372,190,1,0
363,4,35,4,61,279,10,11,572,228,0,0
920,12,69,4,0,180,10,15,563,33,0,0
75,14,44,4,60,160,9,15,596,87,0,0
510,4,35,4,74,171,10,11,469,122,1,0
356,6,52,4,13,144,9,15,123,257,1,0
510,4,35,4,74,171,10,11,264,122,0,0
115,4,48,4,48,180,9,15,544,304,1,0
497,4,67,4,13,94,7,15,584,228,1,0
539,4,59,4,61,93,9,15,260,141,0,0
75,14,44,4,60,160,9,15,596,191,1,0
237,13,35,4,61,171,9,15,306,127,0,0
553,4,35,4,47,199,10,9,341,304,1,0
411,11,21,4,72,219,7,11,598,149,1,0
553,4,35,4,47,199,10,9,594,304,0,0
920,12,69,4,0,180,7,15,265,292,1,0
75,14,44,4,60,160,9,15,596,0,1,0
411,11,21,4,72,219,7,11,598,13,1,0
497,4,67,4,13,94,7,15,584,78,1,0
510,4,35,4,74,171,10,11,574,122,1,0
497,4,67,4,13,94,7,15,584,11,1,0
657,4,35,4,62,160,10,4,596,304,0,0
780,4,57,4,9,94,3,15,467,141,0,0
483,4,58,4,61,166,9,15,162,285,1,0
510,4,35,4,74,171,10,11,149,122,1,0
920,12,69,4,0,180,9,15,469,304,1,0
780,4,57,4,9,94,7,15,278,141,0,0
363,4,35,4,61,279,10,11,572,42,1,0
510,4,35,4,74,171,10,11,579,122,1,0
71,13,35,4,62,160,7,15,38,105,0,0
780,4,57,4,9,94,7,15,144,141,0,0
356,6,52,4,13,144,7,15,381,152,0,0
363,4,35,4,61,279,10,11,572,191,1,0
466,4,75,4,65,94,9,15,596,309,1,0
115,4,48,4,48,180,9,3,544,304,1,0
137,4,14,4,8,250,7,15,305,127,0,0
411,11,21,4,72,219,7,11,598,291,0,0
356,6,52,4,13,144,7,15,385,285,0,0
920,12,69,4,0,180,11,15,506,40,1,0
363,4,35,4,61,279,10,11,572,304,1,0
356,6,52,4,13,144,7,15,381,49,1,0
363,4,35,4,61,279,10,11,572,219,0,0
75,14,44,4,60,160,9,15,596,116,1,0
657,4,35,4,62,160,10,16,596,127,0,0
657,4,35,4,62,160,10,8,596,127,0,0
137,4,44,4,8,250,7,15,305,127,1,0
553,4,35,4,47,199,10,9,134,304,1,0
71,13,35,4,62,160,3,15,38,105,0,0
137,4,52,4,8,250,7,15,305,127,1,0
510,4,35,4,74,171,10,11,341,122,0,0
497,4,67,4,13,94,7,15,584,87,1,0
137,4,77,4,8,250,0,15,305,127,1,0
920,12,69,4,0,180,6,15,488,228,0,0
657,4,35,4,62,160,10,15,596,228,0,0
497,4,67,4,13,94,7,15,584,100,1,0
356,6,52,4,13,144,2,15,321,228,1,0
510,4,35,4,74,171,10,11,111,122,0,0
510,4,35,4,74,171,10,11,202,122,0,0
920,12,69,4,0,180,7,15,162,84,1,0
411,11,21,4,72,219,7,11,598,250,0,0
356,6,52,4,13,144,7,15,312,5,1,0
137,4,61,4,8,250,10,15,305,127,0,0
356,6,52,4,13,144,5,15,443,229,0,0
510,4,35,4,74,171,10,11,95,122,1,0
466,4,75,4,65,94,9,15,596,127,1,0
356,6,52,4,13,144,9,15,222,127,0,0
553,4,35,4,47,199,10,9,469,304,0,0
75,14,44,4,60,160,9,15,596,100,1,0
411,11,21,4,72,219,7,11,598,285,0,0
780,4,57,4,9,94,9,15,178,141,0,0
237,13,35,4,61,171,9,11,306,127,0,0
466,4,75,4,65,94,9,15,596,89,1,0
920,12,69,4,0,180,7,15,323,141,1,0
657,4,35,4,62,160,10,15,596,256,0,0
780,4,57,4,9,94,2,15,52,141,1,0
356,6,52,4,13,144,7,15,531,242,1,0
780,4,57,4,9,94,9,15,207,141,1,0
780,4,57,4,9,94,7,15,422,141,0,0
363,4,35,4,61,279,10,11,572,127,0,0
356,6,52,4,13,144,7,15,27,235,1,0
237,13,35,4,61,171,9,8,306,127,0,0
363,4,35,4,61,279,10,11,572,35,0,0
137,4,74,4,8,250,9,15,305,127,0,0
411,11,21,4,72,219,7,11,598,279,0,0
510,4,35,4,74,171,10,11,359,122,1,0
553,4,35,4,47,199,10,9,207,304,0,0
363,4,35,4,61,279,10,11,572,205,0,0
920,12,69,4,0,180,9,15,285,127,0,0
356,6,52,4,13,144,7,15,596,249,1,0
75,14,44,4,60,160,9,15,596,228,0,0
137,4,4,4,8,250,9,15,305,127,0,0
75,14,44,4,60,160,9,15,596,309,1,0
75,14,44,4,60,160,9,15,596,31,1,0
553,4,35,4,47,199,10,9,444,304,0,0
657,4,35,4,62,160,10,4,596,228,0,0
137,4,30,4,8,250,9,15,305,127,0,0
75,14,44,4,60,160,9,15,596,219,0,0
920,12,69,4,0,180,7,15,116,0,0,0
657,4,35,4,62,160,10,11,596,279,0,0
657,4,35,4,62,160,10,11,596,147,0,0
466,4,75,4,65,94,9,15,596,232,1,0
237,13,35,4,61,171,9,16,306,127,0,0
137,4,52,4,8,250,7,15,305,127,0,0
313,4,52,9,61,250,7,15,164,87,0,0
983,4,52,9,47,244,7,15,101,40,1,0
749,4,77,9,48,247,9,11,134,228,1,0
733,4,52,9,62,285,7,15,376,127,1,0
419,4,57,9,38,250,7,15,531,256,0,0
1040,4,52,9,48,259,7,11,282,36,0,0
313,4,52,9,61,250,7,8,164,87,1,0
916,4,52,9,39,250,3,11,359,285,0,0
1089,4,77,9,21,234,7,8,165,68,0,0
733,4,52,9,62,285,7,15,423,127,0,0
733,4,52,9,62,285,7,15,105,127,0,0
309,4,52,9,47,246,7,8,522,84,0,0
419,4,57,9,38,250,7,15,531,304,0,0
177,4,40,9,58,279,10,11,552,304,1,0
1057,13,50,9,61,279,7,15,432,76,0,0
129,13,35,9,61,284,10,15,312,0,0,0
746,7,52,9,54,248,9,15,469,145,0,0
314,19,52,9,39,279,2,11,553,87,1,0
53,4,52,9,47,250,7,15,475,285,0,0
746,7,52,9,54,248,9,15,469,145,1,0
1057,13,50,9,61,279,10,15,432,76,1,0
917,4,52,9,39,253,2,11,164,268,0,0
719,13,77,9,48,279,9,15,306,152,0,0
913,19,2,9,39,168,9,11,464,127,0,0
916,4,52,9,39,250,9,11,359,285,0,0
983,4,52,9,47,244,7,15,151,181,0,0
312,4,52,9,38,238,7,4,116,87,1,0
916,4,52,9,39,250,7,11,359,285,0,0
313,4,52,9,61,250,7,16,164,87,1,0
579,14,51,9,61,279,7,15,441,228,0,0
313,4,52,9,61,250,7,8,164,87,0,0
915,4,52,9,39,249,7,15,523,299,0,0
748,19,52,9,71,168,7,15,335,127,0,0
579,14,51,9,61,161,7,15,441,228,1,0
983,4,52,9,47,244,7,15,23,228,1,1
313,4,52,9,61,250,7,4,164,87,1,0
419,4,57,9,38,250,7,15,531,3,0,0
177,4,40,9,58,279,10,11,552,304,0,0
748,19,52,9,71,168,5,15,335,127,0,0
419,4,57,9,38,250,7,15,531,279,0,0
314,19,52,9,39,279,1,4,553,87,1,0
1057,13,50,9,61,279,7,15,432,76,1,0
719,13,77,9,48,279,9,15,306,152,1,0
1057,13,50,9,61,279,10,15,432,76,0,0
748,19,52,9,71,168,8,15,335,127,0,0
913,19,2,9,39,168,7,11,464,127,0,0
419,4,57,9,38,250,7,15,531,135,0,0
913,19,2,9,39,168,10,11,464,127,0,0
747,10,4,9,54,291,9,15,472,145,1,0
579,14,51,9,61,144,7,15,441,228,1,0
53,4,52,9,47,250,9,8,475,103,0,0
313,4,52,9,61,250,7,4,164,87,0,0
579,14,51,9,61,273,7,15,441,228,0,0
53,4,52,9,47,250,6,8,475,185,0,0
419,4,57,9,38,250,7,15,531,127,0,0
733,4,52,9,62,285,7,15,467,127,0,0
419,4,57,9,38,250,7,15,531,68,0,0
53,4,52,9,47,250,7,8,475,284,0,0
312,4,52,9,38,238,7,8,61,87,0,0
313,4,52,9,61,250,7,16,164,87,0,0
579,14,51,9,61,250,7,15,441,228,1,0
313,4,52,9,61,250,7,15,164,87,1,0
579,14,51,9,61,253,7,15,441,228,0,0
53,4,52,9,47,250,7,4,475,78,0,0
312,4,52,9,38,238,7,4,478,87,0,0
419,4,57,9,38,250,7,15,531,229,0,0
1057,13,50,9,61,279,2,15,432,76,1,0
53,4,52,9,47,250,10,15,475,285,0,0
312,4,52,9,38,238,7,16,447,87,0,0
748,19,52,9,71,168,9,15,335,127,0,0
53,4,52,9,47,250,7,15,475,192,0,0
312,4,52,9,38,238,7,15,56,87,0,0
748,19,52,9,71,168,6,15,335,127,0,0
983,4,52,9,47,244,7,15,592,3,1,0
312,4,52,9,38,238,7,16,441,87,0,0
733,4,52,9,62,285,7,15,297,127,1,0
313,4,52,9,61,250,7,11,164,87,1,0
314,19,52,9,39,279,9,15,553,87,0,0
983,4,52,9,47,244,7,15,469,96,0,0
733,4,52,9,62,285,7,15,23,127,0,0
53,4,52,9,47,250,7,8,475,78,0,0
53,4,52,9,47,250,2,0,475,141,0,0
983,4,52,9,47,244,7,15,294,57,1,0
579,14,51,9,61,171,7,15,441,228,1,0
314,19,52,9,39,279,9,15,553,87,1,0
419,4,57,9,38,250,7,15,531,284,0,0
579,14,51,9,61,195,7,15,441,228,1,0
312,4,52,9,38,238,7,8,422,87,1,0
53,4,52,9,47,250,7,11,475,127,0,0
916,4,52,9,39,250,11,11,359,285,0,0
579,14,51,9,61,273,7,15,441,228,1,0
983,4,52,9,47,244,7,15,565,33,1,0
917,4,52,9,39,253,9,11,164,268,0,0
917,4,52,9,39,253,11,11,164,268,0,0
983,4,52,9,47,244,7,15,87,71,1,0
917,4,52,9,39,253,10,11,164,268,0,0
312,4,52,9,38,238,7,15,498,87,1,0
917,4,52,9,39,253,7,11,164,268,0,0
917,4,52,9,39,253,8,11,164,268,0,0
312,4,52,9,38,238,7,16,589,87,0,0
53,4,52,9,47,250,7,11,475,78,0,0
53,4,52,9,47,250,2,3,475,127,0,0
916,4,52,9,39,250,10,11,359,285,0,0
733,4,52,9,62,285,7,15,588,127,1,0
314,19,52,9,39,279,2,8,553,87,1,0
312,4,52,9,38,238,7,6,472,87,1,0
983,4,52,9,47,244,7,15,210,76,0,0
314,19,52,9,39,279,7,15,553,87,1,0
733,4,52,9,62,285,7,15,536,127,1,0
913,19,2,9,39,168,2,11,464,127,0,0
53,4,52,9,47,250,7,6,475,0,0,0
579,14,51,9,61,287,7,15,441,228,0,0
314,19,52,9,39,279,9,8,553,87,0,0
983,4,52,9,47,244,7,15,467,228,1,0
916,4,52,9,39,250,6,11,359,285,0,0
983,4,52,9,47,244,7,15,508,285,1,0
983,4,52,9,47,244,7,15,331,145,0,0
579,14,51,9,61,151,7,15,441,228,0,0
53,4,52,9,47,250,2,15,475,97,0,0
419,4,57,9,38,250,7,15,531,0,0,0
53,4,52,9,47,250,7,15,475,214,0,0
733,4,52,9,62,285,7,15,247,127,0,0
913,19,2,9,39,168,6,11,464,127,0,0
529,4,35,11,57,166,9,11,133,127,0,0
1042,4,35,11,48,160,7,15,469,255,0,0
714,4,14,11,2,126,9,15,103,115,1,0
541,4,77,11,37,151,7,8,449,228,0,0
529,4,35,11,57,166,9,11,133,127,1,0
1098,4,77,11,23,250,9,11,506,230,1,0
714,4,14,11,2,126,9,8,103,115,0,0
714,4,14,11,2,126,9,15,103,115,0,0
106,4,77,11,57,148,9,11,498,167,0,0
541,4,77,11,37,151,2,8,449,228,0,0
90,4,77,11,21,59,7,4,455,217,1,0
65,4,48,11,38,255,0,16,596,256,1,0
794,4,77,11,39,19,7,11,244,211,1,0
252,4,77,11,45,273,10,8,456,280,0,0
18,4,72,11,21,279,10,4,278,290,0,0
1050,4,50,11,25,165,7,16,342,164,0,0
650,4,74,11,27,250,9,5,467,181,0,0
1049,4,14,11,38,239,9,8,506,40,0,0
1098,4,77,11,23,250,9,11,506,250,1,0
90,4,77,11,21,59,7,9,455,217,1,0
228,4,77,11,21,202,7,16,506,245,0,0
1098,4,77,11,23,250,9,11,506,189,1,0
554,4,34,11,47,130,9,16,469,93,0,0
1078,4,77,11,48,148,7,4,508,235,1,0
106,4,77,11,57,148,9,11,498,127,0,0
893,4,77,11,39,147,7,16,229,194,1,0
554,4,34,11,47,130,9,16,469,127,0,0
541,4,77,11,37,151,7,8,449,228,1,0
106,4,77,11,57,148,9,11,498,147,0,0
106,4,77,11,57,148,9,11,498,142,0,0
650,4,74,11,27,250,9,5,467,217,0,0
106,4,77,11,57,148,9,11,498,152,0,0
650,4,74,11,27,250,9,5,467,304,0,0
106,4,77,11,57,148,9,11,498,219,0,0
893,6,77,11,39,147,7,16,229,194,1,0
541,4,77,11,37,151,10,8,449,228,0,0
875,13,77,11,20,273,7,16,138,160,1,0
554,4,34,11,47,130,9,16,469,174,0,0
554,4,34,11,47,130,9,16,469,294,0,0
714,4,14,11,2,126,9,16,103,115,0,0
1098,4,77,11,23,250,9,11,506,93,1,0
90,4,77,11,21,59,7,15,455,217,1,0
90,4,77,11,21,59,7,16,455,217,1,0
650,4,74,11,27,250,9,5,467,46,0,0
554,4,34,11,47,130,9,16,469,0,0,0
554,4,34,11,47,130,9,16,469,135,0,0
541,4,77,11,37,151,9,8,449,228,0,0
1049,4,14,11,38,239,9,8,506,40,1,0
893,13,77,11,39,147,7,16,229,194,1,0
90,4,77,11,21,59,7,11,455,217,1,0
554,4,34,11,47,130,9,16,469,87,0,0
650,4,74,11,27,250,9,5,467,263,0,0
1098,4,77,11,23,250,9,11,506,122,1,0
106,4,77,11,57,148,9,11,498,211,0,0
714,4,14,11,2,126,9,16,103,115,1,0
106,4,77,11,57,148,9,11,498,182,0,0
1098,4,77,11,23,250,9,11,506,141,1,0
650,4,74,11,27,250,9,5,467,1,0,0
554,4,34,11,47,130,9,16,469,89,0,0
554,4,34,11,47,130,9,16,469,285,0,0
1098,4,77,11,23,250,9,11,506,118,1,0
650,4,74,11,27,250,9,5,467,123,0,0
554,4,34,11,47,130,9,16,469,268,0,0
1098,4,77,11,23,250,9,11,506,65,1,0
106,4,77,11,57,148,9,11,498,100,0,0
714,4,14,11,2,126,9,7,103,115,1,0
714,4,14,11,2,126,9,11,103,115,1,0
106,4,77,11,57,148,9,11,498,165,0,0
1098,4,77,11,23,250,9,11,506,285,1,0
1098,4,77,11,23,250,9,11,506,0,1,0
541,4,77,11,37,151,5,8,449,228,1,0
650,4,74,11,27,250,9,5,467,254,0,0
90,4,77,11,21,59,7,8,455,217,1,0
554,4,34,11,47,130,9,16,469,219,0,0
714,4,14,11,2,126,9,8,103,115,1,0
106,4,77,11,57,148,9,11,498,6,0,0
90,4,77,11,21,59,7,6,455,217,1,0
554,4,34,11,47,130,9,16,469,304,0,0
106,4,77,11,57,148,9,11,498,75,0,0
106,4,77,11,57,148,9,11,498,13,0,0
